class,document,BONA_TFRF
HIV,HIV3827,hiv terminal contains unusual element induces short snrna unusual element synthesis short transcripts wide nuclear rna snrna rna iii promoter inducer short transcripts hiv ltr presence ist total different rna short position ist rna target tar tat trans relies ist rna targets trans full
HIV,HIV3828,necrosis hip man infection osteonecrotic necrosis hip cdc stage radiological radioisotope musculoskeletal hiv infection
HIV,HIV3829,diseases ambrose rape diseases vaginosis commonest neisseria trichomonas eleven genital warts trachomatis simplex infection serological evidence hepatitis infection human immunodeficiency infections smears intraepithelial neoplasia iii possible infection assailant review rape risk diseases
HIV,HIV3830,treponemal dna csf hiv infection pcr detect treponema dna csf syphilis csf positive serological tests syphilis treponemal dna positive csf syphilis dna positive csf hiv positive nervous system cns dna positive whereas none cns dna positive dna positive syphilis hiv positive cns treponemal dna csf pcr sensitivity syphilis treponemal
HIV,HIV3831,seroprevalence hiv infection south wales hiv seropositivity south wales regular std attenders seropositivity regular attenders partners intercourse episodes overall seropositivity clinics
HIV,HIV3832,types aids non lymphoma non lymphoma human immunodeficiency hiv aids condition poorer hiv st september proven malignant lymphoma burkitt lymphoma lymphoma immunoblastic due inadequate immunodeficiency weeks group immune weeks lymphoma prognostic infected guide prognostic
HIV,HIV3833,intracellular thiols nuclear factor kappa human immunodeficiency nuclear factor kappa nf kappa terminal human immunodeficiency hiv ltr intracellular thiol key process necrosis factor nf kappa intracellular thiols cysteine thiol thiol lack nf kappa hiv ltr findings genetic regulatory cytokine shifts intracellular thiol nf kappa spectrum cytokine
HIV,HIV3834,human immunodeficiency dimer homologous single dimer single dimer human immunodeficiency hiv gene escherichia coli dimer dimer dimer dimer stable hiv dimer dissociation hiv dimer dissociation dimer dimer mutants effect single glycine consistent constitute hiv
HIV,HIV3835,clock evolution neutral theory evolution speed nuclear eukaryotic organisms evolutionary substitutions retroviral oncogenes human immunodeficiency viruses hepatitis viruses influenza viruses results evolutionary process neutral theory evolution neutral theory synonymous substitutions nonsynonymous substitutions viruses evolutionary substitutions mutants viruses fits theory time clock evolution clock influenza viruses man
HIV,HIV3836,serum seropositive male homosexuals homosexual male subjects human immunodeficiency hiv infection immunodeficiency aids infections group iv iii iv iv rhinitis conjunctivitis hiv seroconversion twofold iv serum group hiv seropositive group seronegative homosexual male subjects iv positive panel hiv seropositive seronegative group typical infections laboratory manifestations diseases
HIV,HIV3837,hiv immune endomyocardial human immunodeficiency hiv positive aids risk multifocal interstitial infiltrates necrosis usual nk hiv positive non hiv less hla hla dr hiv identify specimens consistent injury myocytes positive non hiv group
HIV,HIV3838,current human immunodeficiency weight management infection healthy decreases increases infection cytokines human immunodeficiency hiv infection nutritional depletion immune aids weakness important quality mechanisms malabsorption hypermetabolism ie primary homeostatic excess cytokine uncertain mechanisms current options diseases possible alimentation megestrol therapies cytokine nutritional status mechanisms trials
HIV,HIV3839,megestrol cachexia human immunodeficiency infection cachexia human immunodeficiency hiv megestrol metastatic hiv positive treated oral megestrol times daily preillness weight kg range preliminary therapy weeks weight weight kg range weight day megestrol day day weight day megestrol time weight megestrol weeks kg normal megestrol zidovudine due weight initiation zidovudine megestrol vein peripheral impotence true effectiveness megestrol hiv cachexia quality double trial
HIV,HIV3840,term zidovudine therapy hiv sarcoma side ifn treating hiv aids drugs effect hiv ifn zidovudine hiv ks tolerance homosexual ks open trial iu second day zidovudine intolerance severe infections cachexia fifteen months months cytotoxicity remission partial remission stable overall positive extracutaneous remission helper therapy azt hiv sarcoma monotherapy ifn immune
HIV,HIV3841,context human immunodeficiency infection implications male depressive symptomatology hiv infection review university settings individuals positive hiv infection individuals risk review hiv infection depressive positive individuals decreases hiv group overall fluoxetine favorable side effect positive hiv hiv positive group aids
HIV,HIV3842,lateral obvious phenomenon manifestations undergone ct group lateral lesions intracranial recent group exclusion mild severe ratio frontal horn lateral manifestations group positive human immunodeficiency hiv status ischemic group independent less less group less lateral ct important
HIV,HIV3843,induction human immunodeficiency infection il multifunctional cytokine monocytes fibroblasts types viruses cytokines normal cultures human immunodeficiency hiv htlv iiiba significant bioactivity supernatants time evidence hiv normal cultures peripheral mononuclear infected individuals hiv cultures il serum bioactivity hiv seropositive individuals stage infection uml stage infection uml normals uml il different normal stage infection group seropositive individuals hiv cultures serum il level uml less hiv seropositive individuals monocytropic hiv uml serum il seropositive individuals serum igg less monocytes level il il seropositive individuals monocytotropic hiv serum igg il hiv
HIV,HIV3844,different effect benzylacyclouridine azidothymidine mice vitro azidothymidine cytotoxicity human immunodeficiency hiv daily oral doses bau azt plasma murine effect exogenous doses bau daily azt mice concomitant azt daily doses mgkg peripheral azt range doses doses bau related dependent manner daily doses bau doses rauscher murine leukemia rlv bau antiretroviral effect azt doses azt leukopenia findings significant immunodeficiency aids aids
HIV,HIV3845,benzylacyclouridine azidothymidine marrow human immunodeficiency azidothymidine azt human granulocyte immunodeficiency hiv bau effect vivo azt leukopenia inhibits vivo increases dependent manner related mice anemic azt water mgml azt daily bau mgkg azt leukopenia peripheral reticulocytes less marrow megaloblastosis azt bau marrow vitro bau hiv effect hiv cytopathic effect implications findings
HIV,HIV3846,monocytoid human immunodeficiency infection demonstration human immunodeficiency sequences lymph malignant lymphoma immunodeficiency aids presence monocytoid aids related lymphadenopathy monocytoid aids human immunodeficiency hiv positive hiv lymphadenopathy monocytoid lymphoma monocytoid lymph cdcd ratio moreover dna lymph monocytoid lymphoma hiv positive hiv paraffin lymph
HIV,HIV3847,severe important mycobacterium avium intracellulare immunodeficiency mycobacterium avium intracellulare mai immunodeficiency aids antimycobacterial therapy laboratory organisms aids mai serum positive helper infection mai infection related total hematocrit hematocrit total profound aids mai mai peripheral red nutritional hiv load general effect platelets mai aids mai index infection infections infection much shorter time mai
